No.;Time;Comment;Scramble;Date;P.1
501;1:28.53;;L2 U2 F2 L2 U2 B2 L' F2 L D2 L' B' R U2 F' B' U D F2 B D Rw2 D F2 L' Rw2 D' Uw2 R D2 L' U R L2 Fw Uw2 B Fw' U2 Rw' Fw' R Uw2 Rw2 Fw;2026-01-25 07:25:46;1:28.53
502;1:14.54;;U2 B D2 B L2 U2 D2 F' R2 F2 R2 B L B' D L' F2 L U B D2 Rw2 Fw2 U' L' Uw2 Rw2 U' Uw2 B2 R F2 R U' Fw D L' B2 U2 Uw2 Rw' B L D' Rw2 Fw2;2026-01-25 07:27:33;1:14.54
503;1:23.97;;B' D2 B2 D2 B2 R' L' U2 R' B2 L U2 D' L2 U D2 F' U D' Rw2 D R2 Uw2 Rw2 F' L2 B D F' B' Rw' Uw2 B2 R' U2 Rw' U2 Uw F' Rw Fw U' Fw';2026-01-25 07:29:10;1:23.97
504;1:32.12;;D2 R' L2 F2 R' F2 U2 L2 B2 U2 F L B D2 L2 U' F2 L B2 Fw2 Rw2 U2 D' R2 B' U2 Fw2 Uw2 F' U2 L2 Rw B Rw2 U' Fw2 Uw Rw2 B' U Uw' Fw' L';2026-01-25 07:30:54;1:32.12
505;1:17.32;;B' R' U2 B U2 L2 F B L2 F D2 F U' B' U R2 B2 U' L' B Rw2 U2 Fw2 L F' U2 Uw2 F U2 B L' D2 F' Uw' B2 U' L Rw D Fw' Uw2 B2 Rw' Uw2;2026-01-25 07:33:03;1:17.32
506;1:09.75;;F2 U2 F' B2 U2 F D2 F' D2 F' U2 R2 U R U' L F D2 R2 L B' Rw2 Uw2 F R' D2 Fw2 L' Fw2 D2 Rw2 B R' Fw2 U2 Uw L B D Uw2 Fw' Rw2 Fw' Uw R' U' Rw';2026-01-25 07:34:55;1:09.75
507;1:01.95;;R' F2 R B2 R' U2 B2 R' B2 U2 B2 L2 B' U' D B' U' R2 L U' L2 Fw2 Uw2 B' R2 Rw2 U B' L2 U2 Rw2 U2 B2 Rw' B D2 Rw' U' Fw' Rw F2 D2 R2 B' Rw2;2026-01-25 07:36:24;1:01.95
508;1:14.30;;U' R' D2 F2 U2 R B' D' L B' D2 L2 F U2 D2 F' U2 L2 F' U2 B2 Fw2 R' B' Uw2 R' L' Rw2 F' Rw2 F2 Fw2 R' D2 Uw' L2 F L' F B' Rw' F B Fw' U' Uw;2026-01-25 07:39:21;1:14.30
509;1:20.43;;U F D' R' B2 D2 B2 L' D2 L' U2 D2 B2 R' F' R' B R B2 U' L2 Rw2 Fw2 U R' Fw2 L2 U L Uw2 R' U B2 Fw' L' U2 F2 L' U Rw B R2 Fw Uw' Fw2 Uw';2026-01-25 07:40:55;1:20.43
510;1:15.06;;U' F' U B2 D2 B2 U2 B2 R2 L2 D' R2 D' F2 R U' B L D F R' Uw2 Rw2 F2 D R' D' Fw2 Rw2 D2 R2 D' R2 U Fw Uw2 B U' D Uw R2 Fw' Uw B' D2 L2 U';2026-01-25 07:42:35;1:15.06
511;1:15.79;;U D B' L2 D B L U F B' U2 L2 U2 B D2 F' L2 D2 L2 B2 U Uw2 R' L D Uw2 Rw2 U' Fw2 L U2 L U' Fw Uw2 Fw' L' B' Rw U2 B2 Fw R2 Fw2;2026-01-25 07:44:45;1:15.79
512;1:18.11;;U2 L2 D2 B U2 F B2 U2 L2 F R2 B R' D' L2 B2 U L U' B L' Uw2 Rw2 U B' Rw2 F' U' Fw2 L2 F2 B U' R' D Fw2 L Uw2 Rw U2 Fw L' Uw L2 Fw' Uw2;2026-01-25 08:11:49;1:18.11
513;1:11.22;;L' U2 R' B2 R2 B2 D2 L D R U' L F L F L2 F L2 Fw2 L2 Rw2 D2 L Uw2 L' D Fw2 Rw2 D' Uw2 Fw' R2 Fw2 Rw2 F2 Rw2 D Rw' F' Fw' U2 Rw2 D2;2026-01-25 08:13:28;1:11.22
514;1:12.87;;B R' F2 U D2 F U2 L F2 B' L2 F2 D2 R2 U' L2 B2 U R2 U2 Rw2 B' Uw2 Fw2 U2 Uw2 L2 F D2 Uw2 L F2 R2 Uw' Fw2 U' D' B Rw Fw U2 B2 Fw2 R' Fw;2026-01-25 08:16:47;1:12.87
515;1:01.79;;D2 R2 B2 U R2 D' L2 U' D2 L2 D' B R' B2 D F2 B2 D Rw2 Uw2 B' Fw2 D2 L' Fw2 R Rw2 Fw2 U2 L F2 Uw B2 D2 B' R Rw' Fw' U' F2 B2 Rw' B;2026-01-25 08:19:48;1:01.79
516;1:16.50;;F R2 B2 R2 U2 L U2 R' B2 L' F2 L' D' B' R F' B2 L D2 B' D Rw2 B' Fw2 L2 D R2 U' D2 Rw2 B D F2 D R Rw' F2 D' B' Rw' Uw Rw' B Uw' L F;2026-01-25 08:24:15;1:16.50
517;1:07.48;;F2 D2 F2 U' L2 D B2 L2 F2 D L2 F B L' D2 L' U B' R2 U' Rw2 D Rw2 Fw2 D2 Uw2 R' D2 R' L2 D' B2 Fw' U' R' F' L2 D2 Uw Rw2 Uw F2 Fw L2 B;2026-01-25 08:25:58;1:07.48
518;1:08.60;;R2 U2 L2 F2 U2 D' B2 L2 U R2 F L' F D2 L2 U2 F R' D B' Rw2 F' U Fw2 U Rw2 U2 B' D L2 B2 Rw' Uw2 Rw2 B2 R' L D2 Uw Rw2 Uw2 Fw U2 R;2026-01-25 08:27:27;1:08.60
519;1:22.93;;F' U D B' U' R' L2 F U' B2 U2 L2 D2 R U2 R2 F2 B2 L B2 U2 Fw2 U' D B2 Fw2 L D' L2 Fw2 L' U2 D Fw R2 L Fw' Rw D2 Rw2 D' Fw2 Rw Fw';2026-01-25 08:35:47;1:22.93
520;1:12.50;;F2 U2 F2 D' R2 U' L2 D' F2 U' R U' D' F' U2 R' L2 B2 U Fw2 Rw2 F2 R' Rw2 D Rw2 U' F2 Fw2 Uw2 L' D' Fw R L F' Uw2 F2 Fw L Uw' F2 Fw Rw2;2026-01-25 08:37:34;1:12.50
521;1:16.89;;F B2 D2 R2 L2 F' R2 B' R2 F' L2 B R' F U2 L' F' D F L Fw2 Uw2 L' F2 U' Rw2 F2 U B2 R' L Fw' R Fw L U2 Fw' Uw' B' Fw2 Rw F Uw Fw' Rw2;2026-01-25 08:39:27;1:16.89
522;1:17.16;;F' L2 B2 D2 L2 D B2 R2 B2 U L2 D' F' R U2 B2 R F2 L D Uw2 B' Rw2 Fw2 R Uw2 L D2 L Uw2 F' B' Rw2 Uw R2 U2 F' U2 Uw2 F Rw2 Fw Uw' L U';2026-01-25 08:41:13;1:17.16
523;1:17.32;;R2 D2 B2 U2 B R2 U2 B' U2 B' U2 F' R B D F2 B' L F D L2 Rw2 F' U Fw2 U D L2 Uw2 F Uw2 R2 U' Rw B2 U Rw Uw2 L Uw' L F' Rw B D;2026-01-25 08:42:55;1:17.32
524;59.38;;B' U2 R2 B L2 F2 D2 L2 D2 R2 F R2 U B2 L' F2 L2 U2 F2 R' U' Uw2 F Uw2 Fw2 U2 B Fw2 L2 F' U Rw2 U Rw U B' L' B Rw2 Fw' L' Fw2 Uw' Fw2 D2 L;2026-01-25 08:45:11;59.38
525;1:07.21;;R' U' L2 U2 B D2 L2 U2 L2 F2 B' L2 B D B2 R' L U2 F R2 D Uw2 R' D2 Rw2 Uw2 R2 U2 B' L' Fw2 Rw2 F2 Rw2 Uw F' D2 R2 F2 Fw L2 Rw B2 Fw R2 U' Rw';2026-01-25 09:34:09;1:07.21
526;1:16.56;;B R B U R' B R F L' F2 L2 U' F2 B2 U2 B2 D B2 R2 F2 Fw2 Uw2 L2 D' L2 Rw2 U' L Fw2 U' L' Uw2 Rw2 F2 Fw' L2 B Rw F R2 Uw Rw Fw' Uw L2;2026-01-25 09:35:36;1:16.56
527;1:13.35;;D' F' R2 U B2 U' D2 F2 U' B2 U' F2 U F R' L B' L2 U B Uw2 R' F2 B D2 L' Fw2 L2 Uw2 F' Uw2 R' F' Uw' B2 U2 L2 Fw Rw2 Uw' F2 L2 Uw2 Fw' R2;2026-01-25 09:37:14;1:13.35
528;1:09.88;;D B2 U D L2 B2 U' R2 L2 B2 L U' D' B2 R F U R' D Rw2 U' F Fw2 U F Fw2 Rw2 Uw2 L2 B' D Rw' D' Fw2 R2 U2 L' U' Uw R' Uw2 Rw' F Rw';2026-01-25 09:38:53;1:09.88
529;52.13;;D F' L' D2 L2 D' F2 B U' F2 D' L2 U R2 F2 D2 R D' Fw2 Rw2 Uw2 F' D R2 Rw2 U2 D F' B L' U' Rw' F D' L' B' Fw' Uw' R2 B Fw Rw' F2;2026-01-25 09:40:37;52.13
530;DNF(1:11.65);;R2 F R2 F' L2 B' R2 D2 B D' F2 L' F R2 B' U D' B2 R' Fw2 U2 D' Rw2 Fw2 U R2 F' U D Uw2 B Uw2 Rw U' Uw2 R D' R2 F' Rw Uw Rw' F' Fw';2026-01-25 10:18:55;1:11.65
531;1:25.92;;B R U F2 R2 L2 D F2 U2 F2 B2 R2 D' F D' R D R F2 R' U' Fw2 L U Uw2 R Uw2 Rw2 F2 Fw2 D' L' U Fw U2 B Uw2 L Fw' Rw2 F Uw Rw F Fw2 R;2026-01-25 10:22:19;1:25.92
532;1:00.09;;F' B2 U2 R2 U2 L D2 R F2 R' F2 R F2 D' R2 B U L2 F B2 D' Fw2 U' Uw2 Fw2 D R F2 L' B2 U R' U' D' Fw' R2 F2 Uw2 R Rw' Uw R2 D Uw' Fw U;2026-01-25 10:24:07;1:00.09
533;1:06.95;;L D2 R2 B L2 F D2 B L2 F R2 F' U2 R F U2 D' F' R2 U' L' Fw2 R' Fw2 U2 Rw2 D2 L' U2 B L' B' Fw2 Uw' F' U' Fw2 R' U Rw D2 Fw U2 Rw F' Uw';2026-01-25 10:25:41;1:06.95
534;1:01.99;;L2 D2 B2 U R2 B2 U F2 U2 F2 U' L2 F' R' B2 U F' R2 U' B' L2 Rw2 B' Fw2 L2 Rw2 B2 Uw2 R U2 F' Rw2 B L2 Uw R2 D' L Rw2 B Fw' R2 Rw' Fw L' F';2026-01-25 10:27:12;1:01.99
535;1:10.98;;U B2 D2 R' F' R' B' U' F' R F2 U2 L' F2 L U2 L' F2 R B2 L2 Uw2 B' Rw2 B R F' L' Uw2 F Rw2 U2 Fw2 Uw' L' B' Uw2 Fw' R2 Uw Fw2 L2 F' U;2026-01-25 10:28:41;1:10.98
536;1:10.75;;F' U2 L2 B2 R2 B2 R2 D2 F' U2 R' L2 D L' F' B L B L' U' Fw2 D' R Uw2 L' U2 R' Rw2 D L' Fw2 D' L2 Fw Uw2 R2 B Fw Rw' Fw' Uw' F2 B D L';2026-01-25 10:30:18;1:10.75
537;1:03.05;;R' D' R' B2 R' U' D2 R' F' B2 D' F2 D2 L2 D' R2 F2 Uw2 F' L' F' L2 Uw2 F' R' Rw2 F Rw2 D2 L' U' Uw' L U2 B' U' Rw' F2 U' Uw' R' Fw' Rw;2026-01-25 10:31:53;1:03.05
538;1:06.96;;F U' D' F' U' B' R' B2 R2 D F2 U' F2 D' F2 L2 F2 U B D' Rw2 F2 Fw2 R' U' D2 Rw2 U Fw2 R U2 Rw2 Fw' U' B2 Rw2 Uw' B' Fw Rw' F' Rw' Fw R2;2026-01-25 10:33:22;1:06.96
539;1:12.76;;F' D' B' R' L2 U2 L D2 F2 R2 U2 F2 U2 F' U' B U R' F' L Rw2 B2 U' Fw2 Uw2 R' D' Rw2 Fw2 L' B2 Uw2 L' B' L' Fw' R Rw' F' Rw Uw' L Uw' R L;2026-01-25 10:35:00;1:12.76
540;1:10.16;;R D2 F2 L2 F R2 F2 D2 R2 F' L2 B' D2 R F2 L' F L D B' Uw2 Rw2 B2 D' R U2 Fw2 L' Rw2 F2 B2 D Rw2 Fw' D2 B2 U' Fw' Uw F2 Rw' D2 Rw' Fw' L' Uw2;2026-01-25 10:45:41;1:10.16
541;1:24.67;;F U' F2 L2 U2 B2 R2 U2 F2 L F2 U2 B2 D B L' F L2 D R' B Rw2 F' U' L2 F' Rw2 Uw2 L2 B' Uw2 B Uw2 B' Rw B U' Rw U' Fw' Rw U2 Fw2 L' F L';2026-01-25 10:47:15;1:24.67
542;1:16.63;;R L F2 R2 F2 U2 L' D2 L2 F2 R' B L' F D' L D' F' U R' L' Uw2 L' Fw2 Rw2 U2 L U2 Fw2 R2 U' Uw2 Fw L2 B' D' F' U2 Rw' D F' Uw' Fw2;2026-01-25 10:49:20;1:16.63
543;1:06.90;;U' B' R' B' D' B' L U D F D2 B' R2 B' U2 R2 B2 L2 F' R2 D2 Rw2 U Uw2 L Fw2 R U2 L' B2 L2 D2 Uw2 F Uw2 Fw' L D' Rw2 F U Uw Rw Fw2 U' B';2026-01-25 10:51:00;1:06.90
544;1:05.69;;L2 F' D B R U2 F B' U' R2 B2 D2 R D2 R L2 B2 R D2 R' U2 Fw2 R' B2 U' Uw2 Fw2 R D L Fw2 R L' U' F' R Fw D2 Fw R' Rw' Fw' R2 L Rw';2026-01-25 10:52:33;1:05.69
545;59.80;;B' L2 F2 L2 U2 F2 B U2 F' D2 R2 D' B2 L' F' L U R L D' Rw2 U F' Uw2 Fw2 U D2 F2 B R2 Uw2 B' D' R' Uw2 Rw' U B R D Uw' Fw' Uw2 F Rw2;2026-01-25 11:02:12;59.80
546;1:14.63;;F U2 R' F2 D L2 B' L F2 L' B2 L2 D2 B2 R' D2 L' U2 R F' U Fw2 U' L2 Rw2 B' U' D' Uw2 R2 Rw2 F2 D' Rw F Uw2 Rw F2 Fw R2 Uw' Rw Fw2 Uw2;2026-01-25 11:03:36;1:14.63
547;1:21.51;;R F2 B2 L2 U2 F2 L' B2 U2 F' B2 D L2 U2 L U2 B' U2 D2 Uw2 Rw2 B' R2 L F' B' L Rw2 F2 B Fw2 L U' B Uw2 L2 U Rw Uw F Fw' R2 Uw' Fw;2026-01-25 11:05:09;1:21.51
548;DNF(1:04.83);;U' R D2 F L F' L F U B U2 B2 D2 B R2 F2 B2 U2 R2 Uw2 Rw2 U' Fw2 D' R' Rw2 Uw2 Fw2 R' B2 L2 Uw2 Fw' Uw2 B Rw D Fw Uw' F2 Uw' R' F2;2026-01-25 11:06:51;1:04.83
549;1:11.84;;D B D B' L' U D B' U' F2 R U2 D2 F2 D2 F2 R U2 R' F2 Uw2 L B' R2 B2 Uw2 Fw2 L F B2 R' Uw2 R' U' Uw F U Uw Rw' U' Fw2 U L2 Uw R;2026-01-25 11:08:48;1:11.84
550;1:10.66;;F U D L2 B L F R U' R2 L F2 L U2 R D2 L B2 D2 R2 D2 Uw2 F Rw2 D R2 U' D Fw2 D2 L2 Rw2 D' R' D' Rw' B' D' F' Fw Uw' B' D2 Fw D' Uw;2026-01-25 11:10:23;1:10.66
551;1:31.24;;L2 F R' F2 D' R2 B L2 F2 B U2 R' B2 L2 U2 F2 L' D2 R F2 L' Rw2 B' U Fw2 U' F' B2 L2 U' Rw2 U Fw2 Rw D R L' D2 L Rw' Uw L F R Rw' Uw B;2026-01-25 11:11:55;1:31.24
552;1:01.21;;D F2 R2 F2 U R2 D B2 L2 U' F' U L D R B' U' F2 D R2 Rw2 U D2 B' D2 Uw2 B Uw2 B2 Rw2 D Rw2 Uw2 L D F2 U Fw Rw' F Uw B' U' Rw';2026-01-25 11:13:48;1:01.21
553;1:06.55;;L2 U2 D2 F R2 F2 L2 F2 B' L2 B R' B' D' L' B R2 L U' F Rw2 U' Fw2 U' B2 D Uw2 B U' R2 F D' Rw' D' F2 D2 L2 Rw' Uw' F2 Rw U' D R' Rw2;2026-01-25 11:15:30;1:06.55
554;1:16.40;;B' U F2 U2 R2 D F2 L2 D' B2 D2 B2 L2 B' L F' L U F' D2 Fw2 U Rw2 U' Uw2 Fw2 L Fw2 R2 L Rw2 Fw' Uw2 F2 Rw2 Fw Uw' R2 Fw2 U' L' Rw D';2026-01-25 11:17:08;1:16.40
555;1:04.79;;F' B2 R U2 B2 U2 F2 R' B2 L' D2 B2 D L U D R' B L B2 Uw2 Rw2 B2 L' Fw2 R B2 Fw2 U B2 R2 U' Uw2 F D' Fw' R Uw2 L Uw' L B2 Fw Uw L2;2026-01-25 11:20:20;1:04.79
556;56.02;;B2 D2 L' D2 R F2 L' D2 L2 F' B2 R' U' R' B R' F' U D B Uw2 L Rw2 D Fw2 U' R L' Fw2 R U' Fw2 D Fw' L2 D' Fw R B D Uw F2 Rw D2 R' Fw;2026-01-25 11:21:44;56.02
557;1:04.15;;B2 D2 B2 R U2 R2 L D2 F2 B2 R2 F2 U2 D' R F U R B' R L' Uw2 L Fw2 Rw2 U L U' Fw2 U2 R2 U F R2 Fw U L Uw Rw' F B2 Uw2 Rw' F2 U';2026-01-25 11:23:09;1:04.15
558;1:00.85;;B' D B R2 B U L2 U' R B2 L2 U D2 R2 D' L2 B2 D2 L2 U2 L2 Uw2 B U2 Fw2 D' B' Fw2 U' F2 Uw2 Rw2 D Rw' B D2 Uw2 B L B2 Uw R2 Uw2 Rw' D2 F;2026-01-25 11:24:33;1:00.85
559;1:40.26;;B2 U2 F2 B2 L U2 R2 U2 F2 L' B' L' U' L U R' U L' Fw2 D F2 B' Uw2 F D R2 D2 Rw2 B' Fw2 Uw2 R' F Rw' F Uw2 L Fw U2 Rw Fw2 Rw Uw' F2;2026-01-25 11:26:40;1:40.26
560;1:07.90;;L U F2 U2 D2 L' B2 R D2 R F2 L' D2 R' F' R L2 U L F2 U' Rw2 Uw2 L Rw2 D Fw2 Rw2 B2 D B2 Fw2 U L Fw' R2 D Rw2 B' Uw' F2 U' Uw' Rw B' Uw2 Fw';2026-01-25 11:28:50;1:07.90
561;2:02.31;;U' R2 L F2 B' U D' L U' L F2 R U2 R B2 L U2 L2 D2 Fw2 U2 R U2 Uw2 Rw2 F2 R' D F2 U Fw U2 L2 D' R' L Fw2 Rw' Uw B D' Rw2 D';2026-01-25 11:30:20;2:02.31
562;1:21.90;;R2 B2 L' D2 R' F2 U2 B2 D2 L2 B R' D' L' F2 B R2 D' L F' Uw2 R D' Fw2 L U' D' R2 L' Fw2 Uw2 Fw' L F2 L Fw' Rw' Fw' L2 U2 Uw F' Rw2;2026-01-25 11:32:39;1:21.90
563;1:05.66;;D R L D F L2 D R' B2 R2 B D2 B' D2 R2 F' U2 F D2 F Fw2 L U Rw2 U2 B2 L' D2 Uw2 R2 Fw2 U' F' U2 R' Fw2 Rw Uw Fw D Uw' Rw U2;2026-01-25 11:34:21;1:05.66
564;1:02.90;;L D' B' U' L F' B' D' L2 U F2 U2 B2 U B2 U B2 L2 B R' Fw2 U Uw2 L2 D' R Rw2 F2 U2 Uw2 Fw2 L2 D Fw' R' Rw2 B2 U' Fw2 Rw' Fw Rw' B L' F';2026-01-25 11:35:57;1:02.90
565;1:12.15;;B2 R' D B' R2 D L2 U' B' D2 F2 R2 F2 U F2 U2 F2 R2 F2 Rw2 B' Rw2 Uw2 B U' B' L2 Rw2 F' U' F L Uw2 R Rw F' D2 Fw' Uw2 L' Rw' Fw' L' U;2026-01-25 11:37:19;1:12.15
566;1:04.40;;F2 B L2 U2 L U2 B2 D2 L2 B2 R2 U' F' L' F D2 F' R F D2 Fw2 L' Rw2 F' R Uw2 R' F Fw2 L2 F' L2 D Fw2 Uw' B2 Rw2 Uw Fw' D2 Rw' F' Rw Fw Rw;2026-01-25 11:38:51;1:04.40
567;1:11.20;;L U' F' D2 F2 R B2 R' L' D2 F2 L' U2 D2 F' R B L' U B L Fw2 D Rw2 Uw2 R' D Fw2 D' R' U L' F2 Fw D2 R2 D' Fw' D Rw Uw R2 D2 Fw' Rw' Uw2;2026-01-25 11:40:16;1:11.20
568;1:20.67;;U' B' R F D L F U' L2 U R2 F2 R2 L2 U' L2 F2 D2 R Uw2 L' U D' Fw2 R2 F2 U' Uw2 L' F2 Fw' R L D F L Fw Uw2 Rw' B' Fw' Uw R2;2026-01-25 11:42:02;1:20.67
569;1:19.92;;B U2 D2 L2 U2 R F2 U2 L U2 F2 L2 F D2 L F2 L U F R' Rw2 U' Fw2 D2 R Uw2 L B2 R' Uw2 R' D2 F R B Fw L' Uw' Fw2 U L Rw' U2 Rw B;2026-01-25 11:44:30;1:19.92
570;1:05.29;;F' U2 D' B2 D2 B' L' F2 U B2 L D2 R F2 U2 D2 R2 L' B2 R' B2 Rw2 Uw2 L' U R2 Fw2 R F2 Fw2 U D2 Fw L U F Rw2 B2 D2 Rw' Fw' R' Uw' Rw D2 R2;2026-01-25 20:14:37;1:05.29
571;1:32.75;;B2 R2 U2 B2 R' F2 B2 D2 F2 R U2 B D' B' U' D F' U' R2 L B Rw2 F Fw2 L' D2 Rw2 Uw2 B' Fw2 U2 R' Uw2 R Uw L' Rw2 F' Rw Fw Rw D2 R2 L' B2 Fw;2026-01-25 20:16:11;1:32.75
572;1:09.97;;U2 F' R2 L' D' L' F2 U' R2 D2 B R2 B R2 U2 B R2 D2 L2 B2 Uw2 B' R2 Rw2 Fw2 L' F' L2 Rw2 F' U2 F' Fw2 Uw' L B' D2 F2 U2 Fw Uw' L2 Fw' D2 Rw2 Fw;2026-01-25 20:18:14;1:09.97
573;1:12.64;;U' F B2 D R2 L' U' F2 R F2 R2 B' R2 B' L2 D2 F' B2 D2 B Rw2 F Fw2 U Rw2 B Uw2 R2 B2 Uw2 B' D Fw2 Rw B U2 D F' Rw2 Fw L U Fw' Uw F2 L;2026-01-25 20:19:51;1:12.64
574;57.66;;F' L2 U2 R2 U2 R2 F2 U R2 U R2 D' F' U2 B' U' B2 R L D' L Rw2 D F2 R Uw2 Rw2 D L Fw2 R D2 F2 U Fw L' D B L' Rw' F' U Fw Uw Rw2 D';2026-01-25 20:21:30;57.66
575;1:25.83;;L' U2 L2 U' F2 L2 D2 R2 D' F2 R2 B' R U' F2 L F' U' F R' Rw2 Uw2 L' U' F2 D' Fw2 L' Uw2 L2 B2 U' Fw' Uw2 Fw R2 L' D' Fw Uw B' R F' Fw D';2026-01-25 20:22:50;1:25.83
576;1:21.34;;B2 L' B D' R' B' R F R2 L F2 R2 F2 U2 B2 L B2 R' F2 L2 Fw2 R2 U' Uw2 R F2 Fw2 Rw2 D Rw2 U Uw2 R2 Fw' U2 F2 L' Rw F Uw' Fw2 D2 F' Rw' U;2026-01-25 20:24:40;1:21.34
577;1:05.44;;F U2 F2 U' B2 U2 F2 R2 U L2 F D B' U2 F L D R2 Uw2 Rw2 U' L' U' Fw2 U' D2 B2 R Fw2 D2 R' Fw' L' Rw2 Fw U Uw' F2 B2 Fw' Rw2 B2 R2;2026-01-25 20:26:22;1:05.44
578;1:06.73;;L2 D B' L' U R' F R' U2 D L' B2 R' U2 R' L' B2 U2 F2 D2 L Uw2 R2 F' U2 Rw2 F Fw2 Rw2 D2 F' L2 D' B L Rw B' R D' L2 Fw2 Uw B' R2 Uw' Fw';2026-01-25 20:27:48;1:06.73
579;1:21.41;;D F2 R' D2 L2 F2 R2 F2 D2 L' F2 D R' U' B D L' F R2 F' Fw2 R D2 Fw2 R' Fw2 R Rw2 B2 U' D R' F' Fw' U' Fw Uw' L B D Rw' F2 Fw L2;2026-01-25 20:29:22;1:21.41
580;1:04.24;;U' R' F2 U R2 U' R2 U R2 L2 F2 U B2 D R D2 L' F' B R' F' Uw2 R' B Uw2 L' F R' U2 Rw2 Fw2 U2 L' Uw B Fw2 Uw' R2 U2 R' Rw' U' D' R' Fw' Uw2;2026-01-25 20:31:05;1:04.24
581;1:10.13;;D F' L2 D' L2 U B2 L2 F' L U2 L B2 D2 F2 R' U2 Rw2 F' L2 Uw2 L Fw2 Uw2 F2 L U2 F L Uw' Rw2 D L' Fw2 D Fw Uw' F' Uw2 R L;2026-01-25 20:32:35;1:10.13
582;1:16.64;;R' B L2 D R' B' U L' F2 R2 B2 U2 L2 D2 R F2 B2 D2 R D R Uw2 Rw2 D' F2 Rw2 U' F' U2 R2 F2 Rw2 F R' U' F' R Rw' Fw' Rw' Uw2 R2 Fw D Uw;2026-01-25 20:44:03;1:16.64
583;1:17.04;;F2 B D2 L' B2 R' D2 B2 R L U2 L' B' D' F' U2 B' D' F' U2 Uw2 B' Fw2 R Fw2 D2 Rw2 F' Uw2 L' B' R2 L D2 Uw F L' Rw2 D F B Fw R Uw' F';2026-01-25 20:45:39;1:17.04
584;1:19.26;;L D' R L2 U' D L B U' D2 L2 F2 U' R2 F2 D' R2 L2 B2 U Uw2 B2 L' Uw2 B L' Fw2 R B U2 R U' Rw2 D Uw F B' Fw Rw U F' Rw2 U';2026-01-25 20:47:24;1:19.26
585;1:05.61;;F' R' F2 D2 R2 B' L2 B' D2 L2 D2 F R2 B2 U L2 B L D B2 L Rw2 Uw2 L' Fw2 U2 R F R' D2 Uw2 B' Rw2 Uw R D' B Uw2 B' D' R Rw' Uw' B Rw2;2026-01-25 20:59:17;1:05.61
586;1:13.74;;F D' F2 L2 D' L2 U B2 U L2 B2 D2 F' U2 R L D L' F' L Fw2 Rw2 F R' U2 L B2 Fw2 Uw2 L B R2 U2 Uw L F L2 Uw2 B Rw' D Rw2 F2 R2 B;2026-01-25 21:02:32;1:13.74
587;1:11.48;;D2 B2 U F2 U B2 L2 U2 F' B2 D B' U2 L F2 R' F U B Fw2 U Rw2 F2 Fw2 L' Uw2 F2 L2 D2 L D' Fw' L2 B R' Fw' R' U2 R Uw' F' Fw2 Rw' Uw';2026-01-25 21:10:15;1:11.48
588;1:16.09;;F U' R2 B2 U2 D2 R D2 R' B2 R' U2 B2 R2 B D' B L' U' R2 D Fw2 D' Fw2 R F2 U' Fw2 R2 Rw2 U2 R' L' Fw L' B' Rw2 D R' B2 Fw' Rw Fw D2 R';2026-01-25 21:12:01;1:16.09
589;1:14.45;;R' B2 R F2 U2 L F2 R F2 D2 F' R F L F B2 U2 D Rw2 Uw2 L' B Fw2 L Rw2 Uw2 F' B' L2 Uw L U D Uw2 L Fw' Rw Fw2 R Rw' B' Rw2;2026-01-25 21:13:42;1:14.45
590;1:11.72;;R2 D2 B2 D F U' R2 L' U' D2 R2 L2 B2 U B2 L2 B2 L F Uw2 L2 F Fw2 L D2 Uw2 L2 F L' Fw2 L Uw' F' L B' Uw' R' Fw' D' Uw2 L Fw Uw2 F';2026-01-25 21:15:20;1:11.72
591;1:12.07;;F U' R U' R F2 B R' U2 L2 B2 D2 R2 D2 R' D2 B2 R U D2 B Fw2 R U' F2 D2 Rw2 D R L Fw2 L U' Rw2 Fw R D F2 L' D2 Uw Fw Uw B2 Uw2 L';2026-01-25 21:16:55;1:12.07
592;1:04.26;;U2 L F D2 F R2 B R2 B D2 B2 U2 F' U' R2 B' L D2 L F2 Rw2 D2 B' R2 Rw2 B R L2 Uw2 Fw2 D2 R' L2 Uw F L' U D B2 Rw B2 Fw' Uw2 Fw U Rw';2026-01-27 07:32:49;1:04.26
593;1:11.08;;U' L B2 L2 B2 U' B2 D2 B2 U' B2 L2 D' F U2 R2 L' F L D' Rw2 Uw2 L' U2 B U2 Uw2 F Fw2 R2 L Uw' L B U2 Uw' Rw U' D' Fw' U2 Rw Fw' D2;2026-01-27 07:35:35;1:11.08
594;1:07.62;;R2 U2 D F2 D F2 L2 U F2 L2 B2 D' R D' F U' R B L2 B2 U Rw2 Uw2 L D' Fw2 L' U2 F2 D L2 D2 L' Fw' L B2 U' L' Uw' B' Fw' L Uw' Rw' B;2026-01-27 07:37:23;1:07.62
595;59.23;;L2 U F2 D R2 D R2 U' B2 D F2 R2 F2 B' D' F L' B U' F D2 Fw2 U' R' Fw2 R' Rw2 D L' Fw2 D2 R U Uw2 Fw' D F' U Rw2 F R2 Uw' Fw' Rw' Fw' L' Fw2;2026-01-27 07:38:56;59.23
